id,cliente_id,producto_id,cantidad,fecha,importe,estado
1289,1290,90,5,2023-09-21,399.5,devuelto
1290,1291,91,1,2023-09-28,176.15,completado
1291,1292,92,2,2023-10-05,470.08,completado
1292,1293,93,3,2023-10-12,379.93,completado
1293,1294,94,4,2023-10-19,107.54,completado
1294,1295,95,5,2023-10-26,259.47,completado
1295,1296,96,1,2023-11-02,255.04,completado
1296,1297,97,2,2023-11-09,32.2,completado
1297,1298,98,3,2023-11-16,77.15,cancelado
1298,1299,99,4,2023-11-23,173.19,cancelado
1299,1300,100,5,2023-11-30,242.13,devuelto
1300,1301,101,1,2023-12-07,233.92,completado
1301,1302,102,2,2023-12-14,307.07,completado
1302,1303,103,3,2023-12-21,262.6,completado
1303,1304,104,4,2023-12-28,170.7,completado
1304,1305,105,5,2024-01-04,310.4,completado
1305,1306,106,1,2024-01-11,89.63,completado
1306,1307,107,2,2024-01-18,495.4,completado
1307,1308,108,3,2024-01-25,372.27,cancelado
1308,1309,109,4,2024-02-01,156.62,cancelado
1309,1310,110,5,2024-02-08,174.82,devuelto
1310,1311,111,1,2024-02-15,415.86,completado
1311,1312,112,2,2024-02-22,270.85,completado
1312,1313,113,3,2024-02-29,357.28,completado
1313,1314,114,4,2024-03-07,156.9,completado
1314,1315,115,5,2024-03-14,409.72,completado
1315,1316,116,1,2024-03-21,190.5,completado
1316,1317,117,2,2024-03-28,340.17,completado
1317,1318,118,3,2024-04-04,490.15,cancelado
1318,1319,119,4,2024-04-11,296.01,cancelado
1319,1320,120,5,2024-04-18,400.41,devuelto
1320,1321,121,1,2024-04-25,365.41,completado
1321,1322,122,2,2024-05-02,347.14,completado
1322,1323,123,3,2024-05-09,23.06,completado
1323,1324,124,4,2024-05-16,242.55,completado
1324,1325,125,5,2024-05-23,483.86,completado
1325,1326,126,1,2024-05-30,393.62,completado
1326,1327,127,2,2024-06-06,390.32,completado
1327,1328,128,3,2024-06-13,293.04,cancelado
1328,1329,129,4,2024-06-20,363.49,cancelado
1329,1330,130,5,2024-06-27,295.93,devuelto
1330,1331,131,1,2024-07-04,93.55,completado
1331,1332,132,2,2024-07-11,318.22,completado
1332,1333,133,3,2024-07-18,313.67,completado
1333,1334,134,4,2024-07-25,422.17,completado
1334,1335,135,5,2024-08-01,82.41,completado
1335,1336,136,1,2024-08-08,343.56,completado
1336,1337,137,2,2024-08-15,25.47,completado
1337,1338,138,3,2024-08-22,474.62,cancelado
1338,1339,139,4,2024-08-29,63.85,cancelado
1339,1340,140,5,2024-09-05,19.28,devuelto
1340,1341,141,1,2024-09-12,163.71,completado
1341,1342,142,2,2024-09-19,84.2,completado
1342,1343,143,3,2024-09-26,348.35,completado
1343,1344,144,4,2024-10-03,211.08,completado
1344,1345,145,5,2024-10-10,389.74,completado
1345,1346,146,1,2024-10-17,461.06,completado
1346,1347,147,2,2024-10-24,437.68,completado
1347,1348,148,3,2024-10-31,370.56,cancelado
1348,1349,149,4,2024-11-07,40.52,cancelado
1349,1350,150,5,2024-11-14,77.66,devuelto
1350,1351,151,1,2024-11-21,111.6,completado
1351,1352,152,2,2024-11-28,169.27,completado
1352,1353,153,3,2024-12-05,334.49,completado
1353,1354,154,4,2024-12-12,267.48,completado
1354,1355,155,5,2024-12-19,163.74,completado
1355,1356,156,1,2024-12-26,94.86,completado
1356,1357,157,2,2023-01-03,456.94,completado
1357,1358,158,3,2023-01-10,177.74,cancelado
1358,1359,159,4,2023-01-17,183.6,cancelado
1359,1360,160,5,2023-01-24,388.27,devuelto
1360,1361,161,1,2023-01-31,363.25,completado
1361,1362,162,2,2023-02-07,325.22,completado
1362,1363,163,3,2023-02-14,349.72,completado
1363,1364,164,4,2023-02-21,308.94,completado
1364,1365,165,5,2023-02-28,104.21,completado
1365,1366,166,1,2023-03-07,130.79,completado
1366,1367,167,2,2023-03-14,283.46,completado
1367,1368,168,3,2023-03-21,120.18,cancelado
1368,1369,169,4,2023-03-28,486.73,cancelado
1369,1370,170,5,2023-04-04,155.83,devuelto
1370,1371,171,1,2023-04-11,151.61,completado
1371,1372,172,2,2023-04-18,111.57,completado
1372,1373,173,3,2023-04-25,355.44,completado
1373,1374,174,4,2023-05-02,165.35,completado
1374,1375,175,5,2023-05-09,180.91,completado
1375,1376,176,1,2023-05-16,467.51,completado
1376,1377,177,2,2023-05-23,399.75,completado
1377,1378,178,3,2023-05-30,143.99,cancelado
1378,1379,179,4,2023-06-06,69.72,cancelado
1379,1380,180,5,2023-06-13,341.54,devuelto
1380,1381,181,1,2023-06-20,196.05,completado
1381,1382,182,2,2023-06-27,490.28,completado
1382,1383,183,3,2023-07-04,411.0,completado
1383,1384,184,4,2023-07-11,477.76,completado
1384,1385,185,5,2023-07-18,404.26,completado
1385,1386,186,1,2023-07-25,152.32,completado
1386,1387,187,2,2023-08-01,150.94,completado
1387,1388,188,3,2023-08-08,359.93,cancelado
1388,1389,189,4,2023-08-15,179.72,cancelado
1389,1390,190,5,2023-08-22,226.76,devuelto
1390,1391,191,1,2023-08-29,135.66,completado
1391,1392,192,2,2023-09-05,244.75,completado
1392,1393,193,3,2023-09-12,109.01,completado
1393,1394,194,4,2023-09-19,273.9,completado
1394,1395,195,5,2023-09-26,467.18,completado
1395,1396,196,1,2023-10-03,351.12,completado
1396,1397,197,2,2023-10-10,77.26,completado
1397,1398,198,3,2023-10-17,311.68,cancelado
1398,1399,199,4,2023-10-24,297.55,cancelado
1399,1400,200,5,2023-10-31,128.8,devuelto
1400,1401,1,1,2023-11-07,338.22,completado
1401,1402,2,2,2023-11-14,270.21,completado
1402,1403,3,3,2023-11-21,322.59,completado
1403,1404,4,4,2023-11-28,35.72,completado
1404,1405,5,5,2023-12-05,212.52,completado
1405,1406,6,1,2023-12-12,361.51,completado
1406,1407,7,2,2023-12-19,59.27,completado
1407,1408,8,3,2023-12-26,387.68,cancelado
1408,1409,9,4,2024-01-02,12.54,cancelado
1409,1410,10,5,2024-01-09,279.67,devuelto
1410,1411,11,1,2024-01-16,465.26,completado
1411,1412,12,2,2024-01-23,209.38,completado
1412,1413,13,3,2024-01-30,468.17,completado
1413,1414,14,4,2024-02-06,440.42,completado
1414,1415,15,5,2024-02-13,243.95,completado
1415,1416,16,1,2024-02-20,107.73,completado
1416,1417,17,2,2024-02-27,482.32,completado
1417,1418,18,3,2024-03-05,167.37,cancelado
1418,1419,19,4,2024-03-12,326.49,cancelado
1419,1420,20,5,2024-03-19,454.89,devuelto
1420,1421,21,1,2024-03-26,53.84,completado
1421,1422,22,2,2024-04-02,291.33,completado
1422,1423,23,3,2024-04-09,272.22,completado
1423,1424,24,4,2024-04-16,364.33,completado
1424,1425,25,5,2024-04-23,468.97,completado
1425,1426,26,1,2024-04-30,457.48,completado
1426,1427,27,2,2024-05-07,95.78,completado
1427,1428,28,3,2024-05-14,442.3,cancelado
1428,1429,29,4,2024-05-21,96.14,cancelado
1429,1430,30,5,2024-05-28,460.62,devuelto
1430,1431,31,1,2024-06-04,498.61,completado
1431,1432,32,2,2024-06-11,204.53,completado
1432,1433,33,3,2024-06-18,252.74,completado
1433,1434,34,4,2024-06-25,468.94,completado
1434,1435,35,5,2024-07-02,481.44,completado
1435,1436,36,1,2024-07-09,463.76,completado
1436,1437,37,2,2024-07-16,439.6,completado
1437,1438,38,3,2024-07-23,14.54,cancelado
1438,1439,39,4,2024-07-30,288.3,cancelado
1439,1440,40,5,2024-08-06,62.58,devuelto
1440,1441,41,1,2024-08-13,491.67,completado
1441,1442,42,2,2024-08-20,149.44,completado
1442,1443,43,3,2024-08-27,494.66,completado
1443,1444,44,4,2024-09-03,276.22,completado
1444,1445,45,5,2024-09-10,252.02,completado
1445,1446,46,1,2024-09-17,469.89,completado
1446,1447,47,2,2024-09-24,427.02,completado
1447,1448,48,3,2024-10-01,239.33,cancelado
1448,1449,49,4,2024-10-08,104.48,cancelado
1449,1450,50,5,2024-10-15,65.2,devuelto
1450,1451,51,1,2024-10-22,89.62,completado
1451,1452,52,2,2024-10-29,234.87,completado
1452,1453,53,3,2024-11-05,136.06,completado
1453,1454,54,4,2024-11-12,101.24,completado
1454,1455,55,5,2024-11-19,370.94,completado
1455,1456,56,1,2024-11-26,397.48,completado
1456,1457,57,2,2024-12-03,288.21,completado
1457,1458,58,3,2024-12-10,381.07,cancelado
1458,1459,59,4,2024-12-17,95.99,cancelado
1459,1460,60,5,2024-12-24,429.51,devuelto
1460,1461,61,1,2023-01-01,449.55,completado
1461,1462,62,2,2023-01-08,415.23,completado
1462,1463,63,3,2023-01-15,262.49,completado
1463,1464,64,4,2023-01-22,52.5,completado
1464,1465,65,5,2023-01-29,337.94,completado
1465,1466,66,1,2023-02-05,100.54,completado
1466,1467,67,2,2023-02-12,78.9,completado
1467,1468,68,3,2023-02-19,168.56,cancelado
1468,1469,69,4,2023-02-26,131.54,cancelado
1469,1470,70,5,2023-03-05,137.78,devuelto
1470,1471,71,1,2023-03-12,125.41,completado
1471,1472,72,2,2023-03-19,379.34,completado
1472,1473,73,3,2023-03-26,477.48,completado
1473,1474,74,4,2023-04-02,157.95,completado
1474,1475,75,5,2023-04-09,364.21,completado
1475,1476,76,1,2023-04-16,15.6,completado
1476,1477,77,2,2023-04-23,330.3,completado
1477,1478,78,3,2023-04-30,349.46,cancelado
1478,1479,79,4,2023-05-07,40.44,cancelado
1479,1480,80,5,2023-05-14,67.93,devuelto
1480,1481,81,1,2023-05-21,160.34,completado
1481,1482,82,2,2023-05-28,208.65,completado
1482,1483,83,3,2023-06-04,256.24,completado
1483,1484,84,4,2023-06-11,448.61,completado
1484,1485,85,5,2023-06-18,354.74,completado
1485,1486,86,1,2023-06-25,162.38,completado
1486,1487,87,2,2023-07-02,67.53,completado
1487,1488,88,3,2023-07-09,458.9,cancelado
1488,1489,89,4,2023-07-16,154.57,cancelado
1489,1490,90,5,2023-07-23,311.17,devuelto
1490,1491,91,1,2023-07-30,117.37,completado
1491,1492,92,2,2023-08-06,75.45,completado
1492,1493,93,3,2023-08-13,85.06,completado
1493,1494,94,4,2023-08-20,376.39,completado
1494,1495,95,5,2023-08-27,306.81,completado
1495,1496,96,1,2023-09-03,213.76,completado
1496,1497,97,2,2023-09-10,279.12,completado
1497,1498,98,3,2023-09-17,240.71,cancelado
1498,1499,99,4,2023-09-24,273.38,cancelado
1499,1500,100,5,2023-10-01,335.41,devuelto
1500,1501,101,1,2023-10-08,117.02,completado
1501,1502,102,2,2023-10-15,131.26,completado
1502,1503,103,3,2023-10-22,379.82,completado
1503,1504,104,4,2023-10-29,437.84,completado
1504,1505,105,5,2023-11-05,50.12,completado
1505,1506,106,1,2023-11-12,228.91,completado
1506,1507,107,2,2023-11-19,354.85,completado
1507,1508,108,3,2023-11-26,48.27,cancelado
1508,1509,109,4,2023-12-03,286.44,cancelado
1509,1510,110,5,2023-12-10,40.26,devuelto
1510,1511,111,1,2023-12-17,278.35,completado
1511,1512,112,2,2023-12-24,257.69,completado
1512,1513,113,3,2023-12-31,290.62,completado
1513,1514,114,4,2024-01-07,83.43,completado
1514,1515,115,5,2024-01-14,170.78,completado
1515,1516,116,1,2024-01-21,264.97,completado
1516,1517,117,2,2024-01-28,66.96,completado
1517,1518,118,3,2024-02-04,110.65,cancelado
1518,1519,119,4,2024-02-11,295.74,cancelado
1519,1520,120,5,2024-02-18,54.56,devuelto
1520,1521,121,1,2024-02-25,260.08,completado
1521,1522,122,2,2024-03-03,406.26,completado
1522,1523,123,3,2024-03-10,232.18,completado
1523,1524,124,4,2024-03-17,261.49,completado
1524,1525,125,5,2024-03-24,233.83,completado
1525,1526,126,1,2024-03-31,38.29,completado
1526,1527,127,2,2024-04-07,236.57,completado
1527,1528,128,3,2024-04-14,405.39,cancelado
1528,1529,129,4,2024-04-21,364.41,cancelado
1529,1530,130,5,2024-04-28,204.01,devuelto
1530,1531,131,1,2024-05-05,410.06,completado
1531,1532,132,2,2024-05-12,375.44,completado
1532,1533,133,3,2024-05-19,293.37,completado
1533,1534,134,4,2024-05-26,32.19,completado
1534,1535,135,5,2024-06-02,178.82,completado
1535,1536,136,1,2024-06-09,41.24,completado
1536,1537,137,2,2024-06-16,497.12,completado
1537,1538,138,3,2024-06-23,467.95,cancelado
1538,1539,139,4,2024-06-30,43.82,cancelado
1539,1540,140,5,2024-07-07,467.55,devuelto
1540,1541,141,1,2024-07-14,25.55,completado
1541,1542,142,2,2024-07-21,210.34,completado
1542,1543,143,3,2024-07-28,386.8,completado
1543,1544,144,4,2024-08-04,385.26,completado
1544,1545,145,5,2024-08-11,489.38,completado
1545,1546,146,1,2024-08-18,326.48,completado
1546,1547,147,2,2024-08-25,215.98,completado
1547,1548,148,3,2024-09-01,496.5,cancelado
1548,1549,149,4,2024-09-08,197.42,cancelado
1549,1550,150,5,2024-09-15,436.11,devuelto
1550,1551,151,1,2024-09-22,454.32,completado
1551,1552,152,2,2024-09-29,194.07,completado
1552,1553,153,3,2024-10-06,344.54,completado
1553,1554,154,4,2024-10-13,334.28,completado
1554,1555,155,5,2024-10-20,274.26,completado
1555,1556,156,1,2024-10-27,330.23,completado
1556,1557,157,2,2024-11-03,180.41,completado
1557,1558,158,3,2024-11-10,97.45,cancelado
1558,1559,159,4,2024-11-17,273.26,cancelado
1559,1560,160,5,2024-11-24,269.13,devuelto
1560,1561,161,1,2024-12-01,366.65,completado
1561,1562,162,2,2024-12-08,119.12,completado
1562,1563,163,3,2024-12-15,11.7,completado
1563,1564,164,4,2024-12-22,21.14,completado
1564,1565,165,5,2024-12-29,156.2,completado
1565,1566,166,1,2023-01-06,340.01,completado
1566,1567,167,2,2023-01-13,276.78,completado
1567,1568,168,3,2023-01-20,270.65,cancelado
1568,1569,169,4,2023-01-27,413.45,cancelado
1569,1570,170,5,2023-02-03,131.28,devuelto
1570,1571,171,1,2023-02-10,179.62,completado
1571,1572,172,2,2023-02-17,145.07,completado
1572,1573,173,3,2023-02-24,469.33,completado
1573,1574,174,4,2023-03-03,365.26,completado
1574,1575,175,5,2023-03-10,65.29,completado
1575,1576,176,1,2023-03-17,406.64,completado
1576,1577,177,2,2023-03-24,215.43,completado
1577,1578,178,3,2023-03-31,385.37,cancelado
1578,1579,179,4,2023-04-07,443.04,cancelado
1579,1580,180,5,2023-04-14,17.67,devuelto
1580,1581,181,1,2023-04-21,110.98,completado
1581,1582,182,2,2023-04-28,59.44,completado
1582,1583,183,3,2023-05-05,26.45,completado
1583,1584,184,4,2023-05-12,302.91,completado
1584,1585,185,5,2023-05-19,354.61,completado
1585,1586,186,1,2023-05-26,33.85,completado
1586,1587,187,2,2023-06-02,372.87,completado
1587,1588,188,3,2023-06-09,207.11,cancelado
1588,1589,189,4,2023-06-16,124.83,cancelado
1589,1590,190,5,2023-06-23,116.46,devuelto
1590,1591,191,1,2023-06-30,433.23,completado
1591,1592,192,2,2023-07-07,37.66,completado
1592,1593,193,3,2023-07-14,256.91,completado
1593,1594,194,4,2023-07-21,151.74,completado
1594,1595,195,5,2023-07-28,409.74,completado
1595,1596,196,1,2023-08-04,368.44,completado
1596,1597,197,2,2023-08-11,166.26,completado
1597,1598,198,3,2023-08-18,302.98,cancelado
1598,1599,199,4,2023-08-25,339.54,cancelado
1599,1600,200,5,2023-09-01,167.13,devuelto
1600,1601,1,1,2023-09-08,157.86,completado
1601,1602,2,2,2023-09-15,80.2,completado
1602,1603,3,3,2023-09-22,333.5,completado
1603,1604,4,4,2023-09-29,118.31,completado
1604,1605,5,5,2023-10-06,157.25,completado
1605,1606,6,1,2023-10-13,39.87,completado
1606,1607,7,2,2023-10-20,474.77,completado
1607,1608,8,3,2023-10-27,441.06,cancelado
1608,1609,9,4,2023-11-03,456.67,cancelado
1609,1610,10,5,2023-11-10,316.74,devuelto
1610,1611,11,1,2023-11-17,219.33,completado
1611,1612,12,2,2023-11-24,252.85,completado
1612,1613,13,3,2023-12-01,486.42,completado
1613,1614,14,4,2023-12-08,471.38,completado
1614,1615,15,5,2023-12-15,338.96,completado
1615,1616,16,1,2023-12-22,395.04,completado
1616,1617,17,2,2023-12-29,166.18,completado
1617,1618,18,3,2024-01-05,214.0,cancelado
1618,1619,19,4,2024-01-12,83.12,cancelado
1619,1620,20,5,2024-01-19,194.47,devuelto
1620,1621,21,1,2024-01-26,379.66,completado
1621,1622,22,2,2024-02-02,242.02,completado
1622,1623,23,3,2024-02-09,426.18,completado
1623,1624,24,4,2024-02-16,157.36,completado
1624,1625,25,5,2024-02-23,356.71,completado
1625,1626,26,1,2024-03-01,404.83,completado
1626,1627,27,2,2024-03-08,458.22,completado
1627,1628,28,3,2024-03-15,285.57,cancelado
1628,1629,29,4,2024-03-22,484.22,cancelado
1629,1630,30,5,2024-03-29,283.07,devuelto
1630,1631,31,1,2024-04-05,75.71,completado
1631,1632,32,2,2024-04-12,129.0,completado
1632,1633,33,3,2024-04-19,109.63,completado
1633,1634,34,4,2024-04-26,326.89,completado
1634,1635,35,5,2024-05-03,461.89,completado
1635,1636,36,1,2024-05-10,425.1,completado
1636,1637,37,2,2024-05-17,55.31,completado
1637,1638,38,3,2024-05-24,365.05,cancelado
1638,1639,39,4,2024-05-31,103.34,cancelado
1639,1640,40,5,2024-06-07,141.55,devuelto
1640,1641,41,1,2024-06-14,340.1,completado
1641,1642,42,2,2024-06-21,305.43,completado
1642,1643,43,3,2024-06-28,438.07,completado
1643,1644,44,4,2024-07-05,102.2,completado
1644,1645,45,5,2024-07-12,383.23,completado
1645,1646,46,1,2024-07-19,364.91,completado
1646,1647,47,2,2024-07-26,283.84,completado
1647,1648,48,3,2024-08-02,244.9,cancelado
1648,1649,49,4,2024-08-09,436.04,cancelado
1649,1650,50,5,2024-08-16,173.15,devuelto
1650,1651,51,1,2024-08-23,478.94,completado
1651,1652,52,2,2024-08-30,17.51,completado
1652,1653,53,3,2024-09-06,469.21,completado
1653,1654,54,4,2024-09-13,481.42,completado
1654,1655,55,5,2024-09-20,67.48,completado
1655,1656,56,1,2024-09-27,499.79,completado
1656,1657,57,2,2024-10-04,244.67,completado
1657,1658,58,3,2024-10-11,128.87,cancelado
1658,1659,59,4,2024-10-18,306.16,cancelado
1659,1660,60,5,2024-10-25,110.21,devuelto
1660,1661,61,1,2024-11-01,458.41,completado
1661,1662,62,2,2024-11-08,280.52,completado
1662,1663,63,3,2024-11-15,390.0,completado
1663,1664,64,4,2024-11-22,196.52,completado
1664,1665,65,5,2024-11-29,271.49,completado
1665,1666,66,1,2024-12-06,186.04,completado
1666,1667,67,2,2024-12-13,138.17,completado
1667,1668,68,3,2024-12-20,261.28,cancelado
1668,1669,69,4,2024-12-27,253.67,cancelado
1669,1670,70,5,2023-01-04,58.32,devuelto
1670,1671,71,1,2023-01-11,490.85,completado
1671,1672,72,2,2023-01-18,240.05,completado
1672,1673,73,3,2023-01-25,421.47,completado
1673,1674,74,4,2023-02-01,458.02,completado
1674,1675,75,5,2023-02-08,191.65,completado
1675,1676,76,1,2023-02-15,212.83,completado
1676,1677,77,2,2023-02-22,285.64,completado
1677,1678,78,3,2023-03-01,118.42,cancelado
1678,1679,79,4,2023-03-08,81.5,cancelado
1679,1680,80,5,2023-03-15,137.78,devuelto
1680,1681,81,1,2023-03-22,468.03,completado
1681,1682,82,2,2023-03-29,293.78,completado
1682,1683,83,3,2023-04-05,214.61,completado
1683,1684,84,4,2023-04-12,84.68,completado
1684,1685,85,5,2023-04-19,171.63,completado
1685,1686,86,1,2023-04-26,196.12,completado
1686,1687,87,2,2023-05-03,418.35,completado
1687,1688,88,3,2023-05-10,254.66,cancelado
1688,1689,89,4,2023-05-17,330.76,cancelado
1689,1690,90,5,2023-05-24,345.57,devuelto
1690,1691,91,1,2023-05-31,136.09,completado
1691,1692,92,2,2023-06-07,412.58,completado
1692,1693,93,3,2023-06-14,483.59,completado
1693,1694,94,4,2023-06-21,324.43,completado
1694,1695,95,5,2023-06-28,250.39,completado
1695,1696,96,1,2023-07-05,92.43,completado
1696,1697,97,2,2023-07-12,399.54,completado
1697,1698,98,3,2023-07-19,92.94,cancelado
1698,1699,99,4,2023-07-26,362.95,cancelado
1699,1700,100,5,2023-08-02,249.27,devuelto
1700,1701,101,1,2023-08-09,459.28,completado
1701,1702,102,2,2023-08-16,275.65,completado
1702,1703,103,3,2023-08-23,324.49,completado
1703,1704,104,4,2023-08-30,38.78,completado
1704,1705,105,5,2023-09-06,26.57,completado
1705,1706,106,1,2023-09-13,424.88,completado
1706,1707,107,2,2023-09-20,473.14,completado
1707,1708,108,3,2023-09-27,337.43,cancelado
1708,1709,109,4,2023-10-04,384.53,cancelado
1709,1710,110,5,2023-10-11,212.07,devuelto
1710,1711,111,1,2023-10-18,422.85,completado
1711,1712,112,2,2023-10-25,123.4,completado
1712,1713,113,3,2023-11-01,356.51,completado
1713,1714,114,4,2023-11-08,14.48,completado
1714,1715,115,5,2023-11-15,257.81,completado
1715,1716,116,1,2023-11-22,192.87,completado
1716,1717,117,2,2023-11-29,312.74,completado
1717,1718,118,3,2023-12-06,336.71,cancelado
1718,1719,119,4,2023-12-13,312.09,cancelado
1719,1720,120,5,2023-12-20,246.77,devuelto
1720,1721,121,1,2023-12-27,249.05,completado
1721,1722,122,2,2024-01-03,13.24,completado
1722,1723,123,3,2024-01-10,280.31,completado
1723,1724,124,4,2024-01-17,15.81,completado
1724,1725,125,5,2024-01-24,269.41,completado
1725,1726,126,1,2024-01-31,144.62,completado
1726,1727,127,2,2024-02-07,488.96,completado
1727,1728,128,3,2024-02-14,18.4,cancelado
1728,1729,129,4,2024-02-21,408.45,cancelado
1729,1730,130,5,2024-02-28,340.28,devuelto
1730,1731,131,1,2024-03-06,405.02,completado
1731,1732,132,2,2024-03-13,455.79,completado
1732,1733,133,3,2024-03-20,62.44,completado
1733,1734,134,4,2024-03-27,57.19,completado
1734,1735,135,5,2024-04-03,82.96,completado
1735,1736,136,1,2024-04-10,104.05,completado
1736,1737,137,2,2024-04-17,267.96,completado
1737,1738,138,3,2024-04-24,409.46,cancelado
1738,1739,139,4,2024-05-01,140.99,cancelado
1739,1740,140,5,2024-05-08,204.48,devuelto
1740,1741,141,1,2024-05-15,192.8,completado
1741,1742,142,2,2024-05-22,208.95,completado
1742,1743,143,3,2024-05-29,286.85,completado
1743,1744,144,4,2024-06-05,495.21,completado
1744,1745,145,5,2024-06-12,120.67,completado
1745,1746,146,1,2024-06-19,345.18,completado
1746,1747,147,2,2024-06-26,425.45,completado
1747,1748,148,3,2024-07-03,330.33,cancelado
1748,1749,149,4,2024-07-10,430.53,cancelado
1749,1750,150,5,2024-07-17,382.2,devuelto
1750,1751,151,1,2024-07-24,55.82,completado
1751,1752,152,2,2024-07-31,195.84,completado
1752,1753,153,3,2024-08-07,280.82,completado
1753,1754,154,4,2024-08-14,37.5,completado
1754,1755,155,5,2024-08-21,14.63,completado
1755,1756,156,1,2024-08-28,93.98,completado
1756,1757,157,2,2024-09-04,254.93,completado
1757,1758,158,3,2024-09-11,222.62,cancelado
1758,1759,159,4,2024-09-18,394.34,cancelado
1759,1760,160,5,2024-09-25,287.27,devuelto
1760,1761,161,1,2024-10-02,430.4,completado
1761,1762,162,2,2024-10-09,56.73,completado
1762,1763,163,3,2024-10-16,268.8,completado
1763,1764,164,4,2024-10-23,30.85,completado
1764,1765,165,5,2024-10-30,113.59,completado
1765,1766,166,1,2024-11-06,435.38,completado
1766,1767,167,2,2024-11-13,444.9,completado
1767,1768,168,3,2024-11-20,243.0,cancelado
1768,1769,169,4,2024-11-27,32.82,cancelado
1769,1770,170,5,2024-12-04,46.43,devuelto
1770,1771,171,1,2024-12-11,463.54,completado
1771,1772,172,2,2024-12-18,450.66,completado
1772,1773,173,3,2024-12-25,286.12,completado
1773,1774,174,4,2023-01-02,26.12,completado
1774,1775,175,5,2023-01-09,465.1,completado
1775,1776,176,1,2023-01-16,164.1,completado
1776,1777,177,2,2023-01-23,481.12,completado
1777,1778,178,3,2023-01-30,297.65,cancelado
1778,1779,179,4,2023-02-06,378.6,cancelado
1779,1780,180,5,2023-02-13,359.23,devuelto
1780,1781,181,1,2023-02-20,205.17,completado
1781,1782,182,2,2023-02-27,47.7,completado
1782,1783,183,3,2023-03-06,89.6,completado
1783,1784,184,4,2023-03-13,127.83,completado
1784,1785,185,5,2023-03-20,418.98,completado
1785,1786,186,1,2023-03-27,200.69,completado
1786,1787,187,2,2023-04-03,449.3,completado
1787,1788,188,3,2023-04-10,172.55,cancelado
1788,1789,189,4,2023-04-17,380.25,cancelado
1789,1790,190,5,2023-04-24,78.58,devuelto
1790,1791,191,1,2023-05-01,494.35,completado
1791,1792,192,2,2023-05-08,364.84,completado
1792,1793,193,3,2023-05-15,255.39,completado
1793,1794,194,4,2023-05-22,487.42,completado
1794,1795,195,5,2023-05-29,36.31,completado
1795,1796,196,1,2023-06-05,224.17,completado
1796,1797,197,2,2023-06-12,420.95,completado
1797,1798,198,3,2023-06-19,176.89,cancelado
1798,1799,199,4,2023-06-26,386.81,cancelado
1799,1800,200,5,2023-07-03,477.88,devuelto
1800,1801,1,1,2023-07-10,204.38,completado
1801,1802,2,2,2023-07-17,389.04,completado
1802,1803,3,3,2023-07-24,24.52,completado
1803,1804,4,4,2023-07-31,143.93,completado
1804,1805,5,5,2023-08-07,496.37,completado
1805,1806,6,1,2023-08-14,250.4,completado
1806,1807,7,2,2023-08-21,184.35,completado
1807,1808,8,3,2023-08-28,471.16,cancelado
1808,1809,9,4,2023-09-04,221.61,cancelado
1809,1810,10,5,2023-09-11,343.05,devuelto
1810,1811,11,1,2023-09-18,333.73,completado
1811,1812,12,2,2023-09-25,51.99,completado
1812,1813,13,3,2023-10-02,313.12,completado
1813,1814,14,4,2023-10-09,401.05,completado
1814,1815,15,5,2023-10-16,359.42,completado
1815,1816,16,1,2023-10-23,50.2,completado
1816,1817,17,2,2023-10-30,85.57,completado
1817,1818,18,3,2023-11-06,358.72,cancelado
1818,1819,19,4,2023-11-13,320.61,cancelado
1819,1820,20,5,2023-11-20,372.43,devuelto
1820,1821,21,1,2023-11-27,165.17,completado
1821,1822,22,2,2023-12-04,62.21,completado
1822,1823,23,3,2023-12-11,12.55,completado
1823,1824,24,4,2023-12-18,161.05,completado
1824,1825,25,5,2023-12-25,186.36,completado
1825,1826,26,1,2024-01-01,142.19,completado
1826,1827,27,2,2024-01-08,74.93,completado
1827,1828,28,3,2024-01-15,101.82,cancelado
1828,1829,29,4,2024-01-22,229.93,cancelado
1829,1830,30,5,2024-01-29,281.82,devuelto
1830,1831,31,1,2024-02-05,209.94,completado
1831,1832,32,2,2024-02-12,22.87,completado
1832,1833,33,3,2024-02-19,183.42,completado
1833,1834,34,4,2024-02-26,55.6,completado
1834,1835,35,5,2024-03-04,303.04,completado
1835,1836,36,1,2024-03-11,168.97,completado
1836,1837,37,2,2024-03-18,198.77,completado
1837,1838,38,3,2024-03-25,153.01,cancelado
1838,1839,39,4,2024-04-01,200.02,cancelado
1839,1840,40,5,2024-04-08,51.5,devuelto
1840,1841,41,1,2024-04-15,451.56,completado
1841,1842,42,2,2024-04-22,453.55,completado
1842,1843,43,3,2024-04-29,489.3,completado
1843,1844,44,4,2024-05-06,290.26,completado
1844,1845,45,5,2024-05-13,93.1,completado
1845,1846,46,1,2024-05-20,196.56,completado
1846,1847,47,2,2024-05-27,78.03,completado
1847,1848,48,3,2024-06-03,157.55,cancelado
1848,1849,49,4,2024-06-10,251.63,cancelado
1849,1850,50,5,2024-06-17,41.0,devuelto
1850,1851,51,1,2024-06-24,222.99,completado
1851,1852,52,2,2024-07-01,216.34,completado
1852,1853,53,3,2024-07-08,247.27,completado
1853,1854,54,4,2024-07-15,47.69,completado
1854,1855,55,5,2024-07-22,133.33,completado
1855,1856,56,1,2024-07-29,130.83,completado
1856,1857,57,2,2024-08-05,316.27,completado
